Leading Cancer Sites,Leading Cancer Sites Code,Sex,Sex Code,Year,States,States Code,Count
Non-Hodgkin Lymphoma,33041-33042,Female,F,2014,New Jersey,34,1047
Non-Hodgkin Lymphoma,33041-33042,Female,F,2014,New Mexico,35,205
Non-Hodgkin Lymphoma,33041-33042,Female,F,2014,New York,36,2273
Non-Hodgkin Lymphoma,33041-33042,Female,F,2014,North Carolina,37,893
Non-Hodgkin Lymphoma,33041-33042,Female,F,2014,North Dakota,38,76
Non-Hodgkin Lymphoma,33041-33042,Female,F,2014,Ohio,39,1165
Non-Hodgkin Lymphoma,33041-33042,Female,F,2014,Oklahoma,40,392
Non-Hodgkin Lymphoma,33041-33042,Female,F,2014,Oregon,41,445
Non-Hodgkin Lymphoma,33041-33042,Female,F,2014,Pennsylvania,42,1628
Non-Hodgkin Lymphoma,33041-33042,Female,F,2014,Rhode Island,44,134
Non-Hodgkin Lymphoma,33041-33042,Female,F,2014,South Carolina,45,489
Non-Hodgkin Lymphoma,33041-33042,Female,F,2014,South Dakota,46,83
Non-Hodgkin Lymphoma,33041-33042,Female,F,2014,Tennessee,47,618
Non-Hodgkin Lymphoma,33041-33042,Female,F,2014,Texas,48,2017
Non-Hodgkin Lymphoma,33041-33042,Female,F,2014,Utah,49,204
Non-Hodgkin Lymphoma,33041-33042,Female,F,2014,Vermont,50,67
Non-Hodgkin Lymphoma,33041-33042,Female,F,2014,Virginia,51,654
Non-Hodgkin Lymphoma,33041-33042,Female,F,2014,Washington,53,670
Non-Hodgkin Lymphoma,33041-33042,Female,F,2014,West Virginia,54,191
Non-Hodgkin Lymphoma,33041-33042,Female,F,2014,Wisconsin,55,664
Non-Hodgkin Lymphoma,33041-33042,Female,F,2014,Wyoming,56,43
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,Alabama,1,411
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,Alaska,2,51
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,Arizona,4,553
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,Arkansas,5,283
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,California,6,3400
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,Colorado,8,439
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,Connecticut,9,442
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,Delaware,10,118
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,District of Columbia,11,46
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,Florida,12,3198
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,Georgia,13,881
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,Hawaii,15,117
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,Idaho,16,167
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,Illinois,17,1325
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,Indiana,18,680
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,Iowa,19,359
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,Kansas,20,291
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,Kentucky,21,465
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,Louisiana,22,444
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,Maine,23,173
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,Maryland,24,522
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,Massachusetts,25,690
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,Michigan,26,1121
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,Minnesota,27,585
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,Mississippi,28,263
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,Missouri,29,615
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,Montana,30,100
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,Nebraska,31,209
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,Nevada,32,201
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,New Hampshire,33,155
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,New Jersey,34,1093
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,New Mexico,35,170
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,New York,36,2289
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,North Carolina,37,1001
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,North Dakota,38,72
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,Ohio,39,1280
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,Oklahoma,40,352
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,Oregon,41,393
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,Pennsylvania,42,1619
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,Rhode Island,44,130
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,South Carolina,45,444
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,South Dakota,46,70
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,Tennessee,47,625
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,Texas,48,2031
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,Utah,49,211
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,Vermont,50,81
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,Virginia,51,755
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,Washington,53,681
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,West Virginia,54,242
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,Wisconsin,55,651
Non-Hodgkin Lymphoma,33041-33042,Female,F,2015,Wyoming,56,52
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,Alabama,1,450
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,Alaska,2,46
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,Arizona,4,577
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,Arkansas,5,302
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,California,6,3433
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,Colorado,8,450
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,Connecticut,9,454
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,Delaware,10,118
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,District of Columbia,11,45
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,Florida,12,2943
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,Georgia,13,893
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,Hawaii,15,117
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,Idaho,16,174
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,Illinois,17,1356
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,Indiana,18,645
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,Iowa,19,350
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,Kansas,20,295
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,Kentucky,21,506
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,Louisiana,22,438
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,Maine,23,152
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,Maryland,24,592
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,Massachusetts,25,705
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,Michigan,26,1147
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,Minnesota,27,597
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,Mississippi,28,288
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,Missouri,29,650
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,Montana,30,111
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,Nebraska,31,194
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,Nevada,32,231
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,New Hampshire,33,182
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,New Jersey,34,1097
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,New Mexico,35,194
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,New York,36,2418
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,North Carolina,37,965
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,North Dakota,38,59
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,Ohio,39,1206
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,Oklahoma,40,386
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,Oregon,41,430
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,Pennsylvania,42,1610
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,Rhode Island,44,112
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,South Carolina,45,461
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,South Dakota,46,99
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,Tennessee,47,604
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,Texas,48,2179
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,Utah,49,196
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,Vermont,50,55
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,Virginia,51,737
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,Washington,53,706
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,West Virginia,54,245
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,Wisconsin,55,686
Non-Hodgkin Lymphoma,33041-33042,Female,F,2016,Wyoming,56,35
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,Alabama,1,414
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,Alaska,2,52
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,Arizona,4,558
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,Arkansas,5,310
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,California,6,3425
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,Colorado,8,442
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,Connecticut,9,427
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,Delaware,10,93
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,District of Columbia,11,37
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,Florida,12,2815
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,Georgia,13,878
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,Hawaii,15,126
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,Idaho,16,151
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,Illinois,17,1290
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,Indiana,18,665
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,Iowa,19,346
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,Kansas,20,283
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,Kentucky,21,504
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,Louisiana,22,446
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,Maine,23,153
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,Maryland,24,627
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,Massachusetts,25,725
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,Michigan,26,1089
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,Minnesota,27,635
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,Mississippi,28,234
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,Missouri,29,631
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,Montana,30,102
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,Nebraska,31,234
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,Nevada,32,244
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,New Hampshire,33,160
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,New Jersey,34,1089
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,New Mexico,35,166
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,New York,36,2359
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,North Carolina,37,987
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,North Dakota,38,77
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,Ohio,39,1237
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,Oklahoma,40,378
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,Oregon,41,422
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,Pennsylvania,42,1546
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,Rhode Island,44,104
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,South Carolina,45,432
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,South Dakota,46,100
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,Tennessee,47,641
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,Texas,48,2156
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,Utah,49,190
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,Vermont,50,70
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,Virginia,51,761
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,Washington,53,731
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,West Virginia,54,205
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,Wisconsin,55,648
Non-Hodgkin Lymphoma,33041-33042,Female,F,2017,Wyoming,56,44
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,Alabama,1,396
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,Alaska,2,45
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,Arizona,4,618
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,Arkansas,5,281
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,California,6,3449
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,Colorado,8,461
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,Connecticut,9,444
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,Delaware,10,108
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,District of Columbia,11,45
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,Florida,12,3162
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,Georgia,13,929
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,Hawaii,15,120
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,Idaho,16,156
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,Illinois,17,1321
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,Indiana,18,662
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,Iowa,19,370
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,Kansas,20,271
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,Kentucky,21,492
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,Louisiana,22,456
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,Maine,23,174
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,Maryland,24,589
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,Massachusetts,25,764
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,Michigan,26,1105
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,Minnesota,27,642
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,Mississippi,28,280
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,Missouri,29,608
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,Montana,30,107
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,Nebraska,31,213
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,Nevada,32,204
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,New Hampshire,33,159
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,New Jersey,34,1112
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,New Mexico,35,183
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,New York,36,2373
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,North Carolina,37,981
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,North Dakota,38,63
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,Ohio,39,1288
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,Oklahoma,40,359
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,Oregon,41,412
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,Pennsylvania,42,1623
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,Rhode Island,44,114
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,South Carolina,45,456
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,South Dakota,46,96
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,Tennessee,47,666
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,Texas,48,2213
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,Utah,49,207
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,Vermont,50,81
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,Virginia,51,741
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,Washington,53,754
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,West Virginia,54,219
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,Wisconsin,55,655
Non-Hodgkin Lymphoma,33041-33042,Female,F,2018,Wyoming,56,63
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,Alabama,1,432
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,Alaska,2,68
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,Arizona,4,538
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,Arkansas,5,293
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,California,6,3595
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,Colorado,8,456
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,Connecticut,9,421
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,Delaware,10,96
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,District of Columbia,11,52
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,Florida,12,2841
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,Georgia,13,910
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,Hawaii,15,117
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,Idaho,16,178
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,Illinois,17,1371
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,Indiana,18,620
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,Iowa,19,389
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,Kansas,20,280
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,Kentucky,21,490
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,Louisiana,22,517
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,Maine,23,158
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,Maryland,24,562
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,Massachusetts,25,772
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,Michigan,26,1087
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,Minnesota,27,680
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,Mississippi,28,275
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,Missouri,29,665
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,Montana,30,106
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,Nebraska,31,188
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,Nevada,32,212
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,New Hampshire,33,186
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,New Jersey,34,1071
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,New Mexico,35,175
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,New York,36,2390
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,North Carolina,37,1036
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,North Dakota,38,74
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,Ohio,39,1303
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,Oklahoma,40,361
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,Oregon,41,419
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,Pennsylvania,42,1543
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,Rhode Island,44,131
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,South Carolina,45,428
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,South Dakota,46,77
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,Tennessee,47,680
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,Texas,48,2344
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,Utah,49,251
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,Vermont,50,82
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,Virginia,51,764
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,Washington,53,759
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,West Virginia,54,226
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,Wisconsin,55,693
Non-Hodgkin Lymphoma,33041-33042,Female,F,2019,Wyoming,56,52
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,Alabama,1,360
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,Alaska,2,52
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,Arizona,4,576
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,Arkansas,5,263
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,California,6,3349
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,Colorado,8,424
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,Connecticut,9,447
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,Delaware,10,100
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,District of Columbia,11,42
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,Florida,12,2964
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,Georgia,13,828
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,Hawaii,15,130
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,Idaho,16,161
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,Illinois,17,1186
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,Iowa,19,408
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,Kansas,20,286
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,Kentucky,21,477
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,Louisiana,22,434
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,Maine,23,180
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,Maryland,24,539
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,Massachusetts,25,704
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,Michigan,26,973
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,Minnesota,27,609
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,Mississippi,28,198
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,Missouri,29,611
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,Montana,30,102
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,Nebraska,31,160
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,Nevada,32,225
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,New Hampshire,33,153
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,New Jersey,34,953
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,New Mexico,35,148
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,New York,36,2158
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,North Carolina,37,1009
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,North Dakota,38,83
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,Ohio,39,1209
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,Oklahoma,40,349
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,Oregon,41,404
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,Pennsylvania,42,1390
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,Rhode Island,44,126
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,South Carolina,45,444
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,South Dakota,46,90
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,Tennessee,47,606
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,Texas,48,2251
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,Utah,49,226
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,Vermont,50,68
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,Virginia,51,759
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,Washington,53,729
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,West Virginia,54,193
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,Wisconsin,55,589
Non-Hodgkin Lymphoma,33041-33042,Female,F,2020,Wyoming,56,40
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,Alabama,1,353
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,Alaska,2,47
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,Arizona,4,588
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,Arkansas,5,272
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,California,6,3402
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,Colorado,8,436
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,Connecticut,9,445
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,Delaware,10,91
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,District of Columbia,11,50
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,Florida,12,2868
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,Georgia,13,921
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,Hawaii,15,147
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,Idaho,16,200
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,Illinois,17,1344
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,Iowa,19,358
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,Kansas,20,271
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,Kentucky,21,486
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,Louisiana,22,493
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,Maine,23,165
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,Maryland,24,580
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,Massachusetts,25,669
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,Michigan,26,924
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,Minnesota,27,672
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,Mississippi,28,246
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,Missouri,29,581
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,Montana,30,88
